swi_issue_id,issue_name,Year,Quarter,lobbying_expenses
50,FCPA/Foreign Corrupt Practices Act,2017,1,28601317.35927826800
51,Drug Pricing,2010,3,24433525.40920308111
51,Drug Pricing,2011,2,22760297.09764349535
51,Drug Pricing,2012,1,27538475.11302824830
53,Drug Discount Programs,2022,4,30218889.31532066916
53,Drug Discount Programs,2023,3,33886583.28745699513
53,Drug Discount Programs,2024,2,36021469.08707255566
54,Center for Medicare Services (CMS),2017,4,66741712.12619243417
18,International Affairs and Foreign Aid,2019,1,15096117.77058774519
18,International Affairs and Foreign Aid,2019,4,36202937.68438872796
18,International Affairs and Foreign Aid,2020,3,10762335.37473013222
18,International Affairs and Foreign Aid,2021,2,10360178.86830048207
18,International Affairs and Foreign Aid,2022,1,12250823.51684084829
18,International Affairs and Foreign Aid,2022,4,11494242.85805337641
18,International Affairs and Foreign Aid,2023,3,12740047.14467342133
18,International Affairs and Foreign Aid,2024,2,13264518.70750660975
19,Government Operations,2011,4,97478611.92349280912
19,Government Operations,2012,3,88085145.37219181512
19,Government Operations,2013,2,83301075.00807699024
19,Government Operations,2014,1,86935346.15068293063
19,Government Operations,2014,4,84651026.83835460625
19,Government Operations,2015,3,80470887.82209565826
19,Government Operations,2016,2,85572900.14533520765
19,Government Operations,2017,1,94179169.61363418523
19,Government Operations,2017,4,97844988.11090854832
19,Government Operations,2018,3,94093167.29521027980
19,Government Operations,2019,2,91430409.58833570232
19,Government Operations,2020,1,103207286.54167326156
19,Government Operations,2020,4,104500302.00438766257
19,Government Operations,2021,3,113826259.27099344335
19,Government Operations,2022,2,122621778.68678002537
19,Government Operations,2023,1,124320655.07332356367
20,Public Lands and Water Management,2022,4,19762000.40599666999
20,Public Lands and Water Management,2023,3,21405475.17067959740
20,Public Lands and Water Management,2024,2,22854131.01210723293
21,Culture,2017,4,1629159.13242219478
21,Culture,2018,3,1678301.85030663767
21,Culture,2019,2,1555886.37977638878
21,Culture,2020,1,2535312.23973521013
21,Culture,2020,4,2960581.93892233478
21,Culture,2021,3,3551968.57920967896
21,Culture,2022,2,3060936.10523698506
21,Culture,2023,1,3645353.54181324846
21,Culture,2023,4,3770664.36338661316
21,Culture,2024,3,3871485.36170643065
46,Pharmaceuticals/Drugs,2010,1,16002870.16366421100
46,Pharmaceuticals/Drugs,2010,4,13583435.27269343098
46,Pharmaceuticals/Drugs,2011,3,13209995.29280505301
46,Pharmaceuticals/Drugs,2012,2,14652284.65264422340
46,Pharmaceuticals/Drugs,2013,1,13158809.05938046259
48,Intellectual Property,2010,1,32064431.89760027155
48,Intellectual Property,2010,4,26037353.02912348589
48,Intellectual Property,2011,3,34088624.69955980472
48,Intellectual Property,2012,2,21651802.42552932521
48,Intellectual Property,2013,1,24450189.40844207329
48,Intellectual Property,2013,4,30596065.33371301805
48,Intellectual Property,2014,3,28471176.31563106855
48,Intellectual Property,2015,2,37414513.83469236196
48,Intellectual Property,2016,1,33831626.30684793103
48,Intellectual Property,2016,4,27184735.91621983456
48,Intellectual Property,2017,3,23247876.56727376015
48,Intellectual Property,2018,2,24029834.00327034011
48,Intellectual Property,2019,1,26327829.53973231905
49,Health Systems/Hospital Systems,2010,2,139079382.62897502635
49,Health Systems/Hospital Systems,2011,1,124393278.62058009485
49,Health Systems/Hospital Systems,2011,4,120247502.72996413114
49,Health Systems/Hospital Systems,2012,3,111551153.85065042693
49,Health Systems/Hospital Systems,2013,2,109024070.14306335195
49,Health Systems/Hospital Systems,2014,1,107981469.39264911676
50,FCPA/Foreign Corrupt Practices Act,2013,4,29849848.00747522268
50,FCPA/Foreign Corrupt Practices Act,2014,3,24726828.17014958253
50,FCPA/Foreign Corrupt Practices Act,2015,2,25623095.13524914949
16,"Space, Science, Technology, and Communications",2013,2,81737741.07364758961
16,"Space, Science, Technology, and Communications",2014,1,93370304.05058225739
18,International Affairs and Foreign Aid,2024,4,12482557.71703279387
19,Government Operations,2019,4,89610503.04107432600
19,Government Operations,2020,3,101843014.65610050977
19,Government Operations,2021,2,109586542.03989358782
19,Government Operations,2022,1,126788337.54171608954
19,Government Operations,2022,4,121151523.54614376335
19,Government Operations,2023,3,116516482.84083364845
19,Government Operations,2024,2,128787040.02446317264
20,Public Lands and Water Management,2014,4,21025353.30972437667
20,Public Lands and Water Management,2015,3,17173643.79340708224
20,Public Lands and Water Management,2016,2,18844491.08365455008
20,Public Lands and Water Management,2017,1,18500680.93315752785
20,Public Lands and Water Management,2017,4,19006076.50877760345
20,Public Lands and Water Management,2018,3,19432617.25121264490
20,Public Lands and Water Management,2019,2,18997475.05424435510
20,Public Lands and Water Management,2020,1,20908537.78207108323
20,Public Lands and Water Management,2020,4,17439734.28854160001
20,Public Lands and Water Management,2021,3,18931615.08376957477
20,Public Lands and Water Management,2022,2,18909360.74303599468
20,Public Lands and Water Management,2023,1,20488841.35895427048
20,Public Lands and Water Management,2023,4,22926835.37233179502
20,Public Lands and Water Management,2024,3,22375134.44437478047
21,Culture,2010,3,1808556.37015272296
21,Culture,2011,2,1336284.05854700845
21,Culture,2012,1,1230324.37349144841
21,Culture,2012,4,1316085.17640429733
21,Culture,2013,3,1177289.80976735672
21,Culture,2014,2,1466390.30898545885
21,Culture,2015,1,1403224.81041638084
21,Culture,2015,4,1357292.46716078026
21,Culture,2016,3,1809452.29111860349
21,Culture,2017,2,1623512.73072519573
21,Culture,2018,1,1722388.54701964687
21,Culture,2018,4,1606533.81435786422
21,Culture,2019,3,1910145.96532634017
21,Culture,2020,2,3206079.01529026504
21,Culture,2021,1,3379164.95573655764
46,Pharmaceuticals/Drugs,2010,3,13815920.54719527494
46,Pharmaceuticals/Drugs,2011,2,13114788.88453885821
46,Pharmaceuticals/Drugs,2012,1,15207971.82794243850
46,Pharmaceuticals/Drugs,2012,4,12512324.61038951538
46,Pharmaceuticals/Drugs,2013,3,13356195.52022390181
46,Pharmaceuticals/Drugs,2014,2,13871270.33564207793
46,Pharmaceuticals/Drugs,2015,1,14528000.53632960551
46,Pharmaceuticals/Drugs,2015,4,13520789.41775362534
46,Pharmaceuticals/Drugs,2016,3,13709285.49924250886
46,Pharmaceuticals/Drugs,2017,2,13282771.16135124489
46,Pharmaceuticals/Drugs,2018,1,15558943.38495393432
46,Pharmaceuticals/Drugs,2018,4,14942972.12479024182
46,Pharmaceuticals/Drugs,2019,3,15975613.80740139571
46,Pharmaceuticals/Drugs,2020,2,16818937.10881802161
46,Pharmaceuticals/Drugs,2021,1,17480545.00768989848
47,Biotechnology,2010,1,14684246.83341744484
47,Biotechnology,2010,4,13361592.20940117679
47,Biotechnology,2011,3,12192963.02768827235
47,Biotechnology,2012,2,12036375.45066033220
47,Biotechnology,2013,1,11176991.79061838489
47,Biotechnology,2013,4,11293840.62367686087
47,Biotechnology,2014,3,11756729.93456568464
47,Biotechnology,2015,2,13939802.01419454220
47,Biotechnology,2016,1,14051860.25485094283
48,Intellectual Property,2010,2,27669524.43298450291
48,Intellectual Property,2011,1,35765498.94166890882
50,FCPA/Foreign Corrupt Practices Act,2021,4,31669416.28468229265
17,Foreign Trade,2010,1,35201545.50906194874
17,Foreign Trade,2010,4,32320853.52204656356
17,Foreign Trade,2011,3,36630178.03542357918
17,Foreign Trade,2012,2,41249065.95893436803
17,Foreign Trade,2013,1,40504131.22563208804
18,International Affairs and Foreign Aid,2020,4,10828251.63067631243
18,International Affairs and Foreign Aid,2021,3,10934536.17310526544
18,International Affairs and Foreign Aid,2022,2,11637728.73589800432
18,International Affairs and Foreign Aid,2023,1,12929842.55967659411
18,International Affairs and Foreign Aid,2023,4,13852945.52127294883
18,International Affairs and Foreign Aid,2024,3,12614730.49206786933
19,Government Operations,2010,1,104686011.49281619719
19,Government Operations,2010,4,98550291.40479707777
19,Government Operations,2011,3,94258799.82750155259
19,Government Operations,2012,2,91996841.50499569434
19,Government Operations,2013,1,93866102.13314828390
19,Government Operations,2013,4,87493641.19894802928
19,Government Operations,2014,3,77933618.45303875326
19,Government Operations,2015,2,85713496.23289748975
19,Government Operations,2016,1,88943070.42127795686
19,Government Operations,2016,4,81726584.84704853405
19,Government Operations,2017,3,90500930.67530508618
19,Government Operations,2018,2,92373877.86307330277
19,Government Operations,2019,1,95885281.49445745990
21,Culture,2013,4,1274001.36465417628
21,Culture,2014,3,2090234.38442874942
21,Culture,2015,2,1331552.47269764106
21,Culture,2016,1,1648022.65868593035
21,Culture,2016,4,1769664.61607142846
21,Culture,2017,3,1742918.58107864343
21,Culture,2018,2,1884831.97489177474
21,Culture,2019,1,1531408.43699078684
21,Culture,2019,4,2012128.37567474781
21,Culture,2020,3,2996867.56931059122
21,Culture,2021,2,3723793.45154636862
21,Culture,2022,1,3415732.12188791580
21,Culture,2022,4,3094502.04252075392
21,Culture,2023,3,3715798.88546345789
21,Culture,2024,2,3700688.63098992487
46,Pharmaceuticals/Drugs,2010,2,12881048.46090317456
46,Pharmaceuticals/Drugs,2011,1,13627484.60071006281
46,Pharmaceuticals/Drugs,2011,4,14884648.82603076019
46,Pharmaceuticals/Drugs,2012,3,12799281.52294010776
46,Pharmaceuticals/Drugs,2013,2,12677174.98314345564
46,Pharmaceuticals/Drugs,2014,1,14083902.66326107626
46,Pharmaceuticals/Drugs,2014,4,13671356.93236516939
46,Pharmaceuticals/Drugs,2015,3,13164761.39583948849
46,Pharmaceuticals/Drugs,2016,2,13785772.54133015193
46,Pharmaceuticals/Drugs,2017,1,13967440.15386898045
47,Biotechnology,2024,4,27241260.39832405061
48,Intellectual Property,2011,4,28761583.37617388927
48,Intellectual Property,2012,3,21742845.31201973496
48,Intellectual Property,2013,2,24212311.19056254996
48,Intellectual Property,2014,1,35132926.03553486291
48,Intellectual Property,2014,4,26367157.59060486876
48,Intellectual Property,2015,3,32640533.55227610258
48,Intellectual Property,2016,2,30137642.43564382329
48,Intellectual Property,2017,1,26240459.90421968321
48,Intellectual Property,2017,4,24461228.80189214315
48,Intellectual Property,2018,3,24192968.85317138564
48,Intellectual Property,2019,2,25337931.47794950167
48,Intellectual Property,2020,1,27393509.57873339146
48,Intellectual Property,2020,4,22462813.13927690913
48,Intellectual Property,2021,3,23721064.42210019164
48,Intellectual Property,2022,2,26160800.33929488958
48,Intellectual Property,2023,1,25453325.59334125835
49,Health Systems/Hospital Systems,2010,1,144568483.30374744170
50,FCPA/Foreign Corrupt Practices Act,2017,4,40234735.40446639539
19,Government Operations,2010,2,103510571.35662066855
19,Government Operations,2011,1,101010862.17711322737
20,Public Lands and Water Management,2010,2,16081823.77680939846
20,Public Lands and Water Management,2011,1,14926176.21610475566
20,Public Lands and Water Management,2011,4,16172143.87991550558
20,Public Lands and Water Management,2012,3,17471648.18789666135
20,Public Lands and Water Management,2013,2,18250610.98775213360
20,Public Lands and Water Management,2014,1,18303218.80141722504
21,Culture,2021,4,3530106.62757486879
21,Culture,2022,3,3037610.62296370277
21,Culture,2023,2,4190944.78045499027
21,Culture,2024,1,3824318.69648162270
21,Culture,2024,4,4003115.13082897476
47,Biotechnology,2016,4,13327582.90172809094
47,Biotechnology,2017,3,12404872.41468204913
47,Biotechnology,2018,2,13228927.46059694426
47,Biotechnology,2019,1,15532778.33346589152
47,Biotechnology,2019,4,17138015.31598062529
47,Biotechnology,2020,3,17312334.05525928325
47,Biotechnology,2021,2,19911416.35313489779
47,Biotechnology,2022,1,25847042.43444977361
47,Biotechnology,2022,4,24971929.22568709716
47,Biotechnology,2023,3,24693924.03798570860
47,Biotechnology,2024,2,26831611.87254947351
48,Intellectual Property,2019,4,25363407.29998903352
48,Intellectual Property,2020,3,23001577.44523955813
48,Intellectual Property,2021,2,22816073.50525012079
48,Intellectual Property,2022,1,28088914.64810409532
48,Intellectual Property,2022,4,26430821.05843566011
48,Intellectual Property,2023,3,22829681.48670330754
48,Intellectual Property,2024,2,23099638.14326966146
49,Health Systems/Hospital Systems,2010,3,122875572.56002970942
49,Health Systems/Hospital Systems,2011,2,120019376.45875499636
49,Health Systems/Hospital Systems,2012,1,121780752.27046200569
49,Health Systems/Hospital Systems,2012,4,112449775.46612925519
49,Health Systems/Hospital Systems,2013,3,107425490.56640747406
49,Health Systems/Hospital Systems,2014,2,107397782.83066005608
49,Health Systems/Hospital Systems,2015,1,110278871.14966900276
49,Health Systems/Hospital Systems,2015,4,103610065.22949063031
49,Health Systems/Hospital Systems,2016,3,105741543.70339082473
49,Health Systems/Hospital Systems,2017,2,116560461.89115919451
49,Health Systems/Hospital Systems,2018,1,122804239.33536799685
50,FCPA/Foreign Corrupt Practices Act,2010,3,24321359.63170536340
50,FCPA/Foreign Corrupt Practices Act,2011,2,25198748.24657391300
50,FCPA/Foreign Corrupt Practices Act,2012,1,27120744.19740581764
50,FCPA/Foreign Corrupt Practices Act,2012,4,29515248.46456955377
50,FCPA/Foreign Corrupt Practices Act,2013,3,26714116.32261552988
50,FCPA/Foreign Corrupt Practices Act,2014,2,26261279.43790875170
50,FCPA/Foreign Corrupt Practices Act,2015,1,23794888.32669532819
50,FCPA/Foreign Corrupt Practices Act,2015,4,24203536.60851857879
50,FCPA/Foreign Corrupt Practices Act,2016,3,22721933.76456170679
50,FCPA/Foreign Corrupt Practices Act,2017,2,31307935.52691286917
50,FCPA/Foreign Corrupt Practices Act,2018,1,36612059.71688455298
50,FCPA/Foreign Corrupt Practices Act,2018,4,42305237.62773939039
50,FCPA/Foreign Corrupt Practices Act,2019,3,44961546.73189647359
50,FCPA/Foreign Corrupt Practices Act,2020,2,27861661.29699266283
50,FCPA/Foreign Corrupt Practices Act,2021,1,28160576.34587942929
52,Drug Reimbursement,2010,2,66681503.04846438556
52,Drug Reimbursement,2011,1,53699613.37921826586
53,Drug Discount Programs,2018,4,25885206.07665205372
53,Drug Discount Programs,2019,3,27904604.05061419403
53,Drug Discount Programs,2020,2,25917227.32545968531
16,"Space, Science, Technology, and Communications",2015,4,90763995.64764778271
16,"Space, Science, Technology, and Communications",2016,3,82636284.38122406733
16,"Space, Science, Technology, and Communications",2017,2,83271017.17193115599
16,"Space, Science, Technology, and Communications",2018,1,93462336.84477780251
19,Government Operations,2015,4,84528387.07894101456
19,Government Operations,2016,3,82049435.69150699900
19,Government Operations,2017,2,91814044.45000659284
19,Government Operations,2018,1,105433459.69199309702
19,Government Operations,2018,4,89730216.93512125433
19,Government Operations,2019,3,88168573.38230189444
19,Government Operations,2020,2,102766337.67528471300
19,Government Operations,2021,1,108368890.49618488107
19,Government Operations,2021,4,118111342.50730797301
19,Government Operations,2022,3,120463179.02748541169
19,Government Operations,2023,2,122586292.10247323915
19,Government Operations,2024,1,131740130.80603931159
19,Government Operations,2024,4,121934282.10808357672
20,Public Lands and Water Management,2018,4,19872002.66280987567
20,Public Lands and Water Management,2019,3,18882885.17306801280
20,Public Lands and Water Management,2020,2,19393693.33285634772
20,Public Lands and Water Management,2021,1,17139317.95300723435
20,Public Lands and Water Management,2021,4,19100812.42610749150
20,Public Lands and Water Management,2022,3,19486354.94303789667
20,Public Lands and Water Management,2023,2,21158703.17618938606
20,Public Lands and Water Management,2024,1,23497000.27814719231
20,Public Lands and Water Management,2024,4,23807946.56014796255
21,Culture,2010,2,2144317.07369917651
21,Culture,2011,1,1260908.09205310047
21,Culture,2011,4,1264353.35357599600
21,Culture,2012,3,2148428.30245587732
21,Culture,2013,2,1705019.39660617148
21,Culture,2014,1,1320553.91719742233
21,Culture,2014,4,1576589.28515547367
21,Culture,2015,3,1336804.07473376285
21,Culture,2016,2,1665542.51564897074
21,Culture,2017,1,1748800.32364163604
46,Pharmaceuticals/Drugs,2013,4,14845025.66360989855
46,Pharmaceuticals/Drugs,2014,3,13502604.04704478797
46,Pharmaceuticals/Drugs,2015,2,14031470.33728240231
46,Pharmaceuticals/Drugs,2016,1,13525163.27978728306
46,Pharmaceuticals/Drugs,2016,4,14010803.55655975303
46,Pharmaceuticals/Drugs,2017,3,13553386.23707305001
46,Pharmaceuticals/Drugs,2018,2,14966715.62124280883
46,Pharmaceuticals/Drugs,2019,1,16624610.57854165202
46,Pharmaceuticals/Drugs,2019,4,16419346.46268629824
46,Pharmaceuticals/Drugs,2020,3,16896961.06114573572
46,Pharmaceuticals/Drugs,2021,2,16343135.05541402971
46,Pharmaceuticals/Drugs,2022,1,20745544.37013334899
46,Pharmaceuticals/Drugs,2022,4,18559200.63747559644
46,Pharmaceuticals/Drugs,2023,3,20862792.51433817746
46,Pharmaceuticals/Drugs,2024,2,21224219.11035941112
47,Biotechnology,2010,3,114044202.76312145441
47,Biotechnology,2011,2,12160179.93092501958
47,Biotechnology,2012,1,12240457.63001050900
48,Intellectual Property,2010,3,26735914.52225195180
48,Intellectual Property,2011,2,36528442.34621503860
48,Intellectual Property,2012,1,27308733.83477781671
48,Intellectual Property,2012,4,21773140.00127460532
48,Intellectual Property,2013,3,25753573.39057862132
48,Intellectual Property,2014,2,32319386.23694421148
48,Intellectual Property,2015,1,35094089.59910208804
49,Health Systems/Hospital Systems,2022,4,155301225.79816810910
49,Health Systems/Hospital Systems,2023,3,157298343.40856707988
49,Health Systems/Hospital Systems,2024,2,161865415.84483680192
20,Public Lands and Water Management,2013,1,17285223.84859806934
20,Public Lands and Water Management,2013,4,17816601.45164333027
20,Public Lands and Water Management,2014,3,18451948.60808440322
20,Public Lands and Water Management,2015,2,18263751.55803338296
20,Public Lands and Water Management,2016,1,18388080.65394976391
20,Public Lands and Water Management,2016,4,17709841.16714210144
20,Public Lands and Water Management,2017,3,17363384.96493863799
20,Public Lands and Water Management,2018,2,18872939.76570306091
20,Public Lands and Water Management,2019,1,20380313.97484678974
20,Public Lands and Water Management,2019,4,20953264.04798432496
20,Public Lands and Water Management,2020,3,18215115.08847774127
20,Public Lands and Water Management,2021,2,18537494.84541753805
20,Public Lands and Water Management,2022,1,20314045.23372392903
46,Pharmaceuticals/Drugs,2021,4,17856606.95436245979
46,Pharmaceuticals/Drugs,2022,3,18908918.14507747602
46,Pharmaceuticals/Drugs,2023,2,19643613.19895780615
46,Pharmaceuticals/Drugs,2024,1,23774375.58969718045
46,Pharmaceuticals/Drugs,2024,4,20130461.76239593670
47,Biotechnology,2010,2,13483418.66132962815
47,Biotechnology,2011,1,12756671.90104549581
47,Biotechnology,2011,4,11541251.14932982918
47,Biotechnology,2012,3,11675773.10073192110
47,Biotechnology,2013,2,11127200.18921916495
47,Biotechnology,2014,1,11656658.80815428609
47,Biotechnology,2014,4,12469382.63850089142
47,Biotechnology,2015,3,13306304.52817904407
47,Biotechnology,2016,2,14096432.02968179431
47,Biotechnology,2017,1,13347206.86090083720
47,Biotechnology,2017,4,12377258.23608038219
47,Biotechnology,2018,3,13074880.30535691552
47,Biotechnology,2019,2,15470369.10681104138
47,Biotechnology,2020,1,17296667.50715189379
49,Health Systems/Hospital Systems,2014,4,104742229.78760102499
49,Health Systems/Hospital Systems,2015,3,103142631.83688976688
49,Health Systems/Hospital Systems,2016,2,107284806.04469583360
49,Health Systems/Hospital Systems,2017,1,125494302.11999934335
49,Health Systems/Hospital Systems,2017,4,118744034.25456544023
49,Health Systems/Hospital Systems,2018,3,116552415.69647531905
49,Health Systems/Hospital Systems,2019,2,119954789.44370320296
49,Health Systems/Hospital Systems,2020,1,137358763.08603890641
49,Health Systems/Hospital Systems,2020,4,136534673.75751957662
49,Health Systems/Hospital Systems,2021,3,145181918.46673304273
49,Health Systems/Hospital Systems,2022,2,154384281.07023264799
49,Health Systems/Hospital Systems,2023,1,166923853.74597363240
49,Health Systems/Hospital Systems,2023,4,164426424.41265073552
49,Health Systems/Hospital Systems,2024,3,160383288.31486059666
50,FCPA/Foreign Corrupt Practices Act,2010,1,23085552.32758114861
50,FCPA/Foreign Corrupt Practices Act,2010,4,25711851.47213321484
50,FCPA/Foreign Corrupt Practices Act,2011,3,25267367.52798454433
50,FCPA/Foreign Corrupt Practices Act,2012,2,28062729.73088472698
50,FCPA/Foreign Corrupt Practices Act,2013,1,28035497.92467950680
51,Drug Pricing,2020,4,27672849.10409664534
51,Drug Pricing,2021,3,26046302.94032687353
51,Drug Pricing,2022,2,28739756.44711596820
51,Drug Pricing,2023,1,35896010.14610589095
51,Drug Pricing,2023,4,36168943.15503176054
51,Drug Pricing,2024,3,36907081.30972022255
52,Drug Reimbursement,2010,1,61075667.18254578417
52,Drug Reimbursement,2010,4,52135387.10061719764
52,Drug Reimbursement,2011,3,48238000.21025490855
52,Drug Reimbursement,2012,2,49820466.25632820049
52,Drug Reimbursement,2013,1,47805515.69911742832
20,Public Lands and Water Management,2012,4,17351079.44823936754
20,Public Lands and Water Management,2013,3,18573024.29803932365
20,Public Lands and Water Management,2014,2,18144725.03892642180
20,Public Lands and Water Management,2015,1,18977643.23807622456
20,Public Lands and Water Management,2015,4,17824145.94904224513
20,Public Lands and Water Management,2016,3,17863411.84860586180
20,Public Lands and Water Management,2017,2,17689428.81154630034
20,Public Lands and Water Management,2018,1,19766317.23146993365
21,Culture,2010,1,2808049.08154672112
21,Culture,2010,4,2157543.61219270909
21,Culture,2011,3,1148947.78447385935
21,Culture,2012,2,1278641.05811237079
21,Culture,2013,1,1748011.17880369170
46,Pharmaceuticals/Drugs,2017,4,13893622.39096459031
46,Pharmaceuticals/Drugs,2018,3,14871308.48117944085
46,Pharmaceuticals/Drugs,2019,2,15642826.79725512095
46,Pharmaceuticals/Drugs,2020,1,16935977.99089955237
46,Pharmaceuticals/Drugs,2020,4,17277706.69413951736
46,Pharmaceuticals/Drugs,2021,3,16849378.96299060352
46,Pharmaceuticals/Drugs,2022,2,18490614.92043913799
46,Pharmaceuticals/Drugs,2023,1,21632244.17239564291
46,Pharmaceuticals/Drugs,2023,4,21891309.01965097957
46,Pharmaceuticals/Drugs,2024,3,20801431.77451379185
47,Biotechnology,2012,4,12616588.15659180778
47,Biotechnology,2013,3,10626100.42471229806
47,Biotechnology,2014,2,11667994.56487583879
47,Biotechnology,2015,1,12910883.59412500035
47,Biotechnology,2015,4,13106444.76097815926
47,Biotechnology,2016,3,13072113.83795459702
47,Biotechnology,2017,2,13190227.17949299714
47,Biotechnology,2018,1,13553734.99860593661
47,Biotechnology,2018,4,13680549.16806298182
47,Biotechnology,2019,3,16835143.74062816159
47,Biotechnology,2020,2,17411170.21881760856
47,Biotechnology,2021,1,18877788.01131229345
47,Biotechnology,2021,4,23290433.95732300055
47,Biotechnology,2022,3,26071408.85070991812
47,Biotechnology,2023,2,25618563.03488187144
47,Biotechnology,2024,1,28793964.00939112856
48,Intellectual Property,2023,4,24275823.35472731534
48,Intellectual Property,2024,3,24770790.52282716091
49,Health Systems/Hospital Systems,2018,4,115933595.13541031233
49,Health Systems/Hospital Systems,2019,3,122471582.63384795997
49,Health Systems/Hospital Systems,2020,2,136163149.43898532311
49,Health Systems/Hospital Systems,2021,1,141353717.45489645101
49,Health Systems/Hospital Systems,2021,4,149997260.05878558495
49,Health Systems/Hospital Systems,2022,3,158368806.71045084609
49,Health Systems/Hospital Systems,2023,2,154604457.91696819597
49,Health Systems/Hospital Systems,2024,1,172001315.64042292146
49,Health Systems/Hospital Systems,2024,4,162793577.16124542652
51,Drug Pricing,2024,4,34779467.28431090837
52,Drug Reimbursement,2010,3,54743686.51376475738
52,Drug Reimbursement,2011,2,50546224.73461360796
52,Drug Reimbursement,2012,1,54696050.48943140135
52,Drug Reimbursement,2012,4,47220525.23507907823
52,Drug Reimbursement,2013,3,46614768.33480222501
52,Drug Reimbursement,2014,2,45558954.06501327284
52,Drug Reimbursement,2015,1,46102721.04955796175
53,Drug Discount Programs,2010,1,22647402.92395280623
54,Center for Medicare Services (CMS),2010,3,56756947.27158974301
54,Center for Medicare Services (CMS),2011,2,55086200.72844623106
54,Center for Medicare Services (CMS),2012,1,60454849.01428194456
54,Center for Medicare Services (CMS),2012,4,57980242.92647789744
54,Center for Medicare Services (CMS),2013,3,56379050.95025924477
54,Center for Medicare Services (CMS),2014,2,56324677.11587207681
54,Center for Medicare Services (CMS),2018,3,67149643.39645789211
54,Center for Medicare Services (CMS),2019,2,67787601.91111086411
54,Center for Medicare Services (CMS),2020,1,74632565.08200395118
54,Center for Medicare Services (CMS),2020,4,73323421.00443168730
54,Center for Medicare Services (CMS),2021,3,77266104.91918819828
54,Center for Medicare Services (CMS),2022,2,77256130.98176210169
54,Center for Medicare Services (CMS),2023,1,87972145.17232672423
54,Center for Medicare Services (CMS),2023,4,82820484.33356362748
54,Center for Medicare Services (CMS),2024,3,76625589.95338126069
55,Biologics,2012,4,12512324.61038951538
55,Biologics,2013,3,13356195.52022390181
55,Biologics,2014,2,13871270.33564207793
55,Biologics,2015,1,14528000.53632960551
55,Biologics,2015,4,13520789.41775362534
55,Biologics,2016,3,13709285.49924250886
55,Biologics,2017,2,13282771.16135124489
55,Biologics,2018,1,15558943.38495393432
55,Biologics,2018,4,14942972.12479024182
55,Biologics,2019,3,15975613.80740139571
55,Biologics,2020,2,16818937.10881802161
55,Biologics,2021,1,17480545.00768989848
55,Biologics,2021,4,17856606.95436245979
55,Biologics,2022,3,18908918.14507747602
55,Biologics,2023,2,19643613.19895780615
55,Biologics,2024,1,23774375.58969718045
56,Biogenerics,2010,1,16002870.16366421100
56,Biogenerics,2010,4,13583435.27269343098
56,Biogenerics,2011,3,13209995.29280505301
56,Biogenerics,2012,2,14652284.65264422340
56,Biogenerics,2013,1,13158809.05938046259
56,Biogenerics,2013,4,14845025.66360989855
56,Biogenerics,2014,3,13502604.04704478797
56,Biogenerics,2015,2,14031470.33728240231
56,Biogenerics,2016,1,13525163.27978728306
56,Biogenerics,2016,4,14010803.55655975303
56,Biogenerics,2017,3,13553386.23707305001
56,Biogenerics,2018,2,14966715.62124280883
56,Biogenerics,2019,1,16624610.57854165202
57,MRNA/MRNA Vaccines,2010,2,12881048.46090317456
57,MRNA/MRNA Vaccines,2011,1,13627484.60071006281
57,MRNA/MRNA Vaccines,2011,4,14884648.82603076019
57,MRNA/MRNA Vaccines,2012,3,12799281.52294010776
57,MRNA/MRNA Vaccines,2013,2,12677174.98314345564
57,MRNA/MRNA Vaccines,2014,1,14083902.66326107626
59,Generic Drugs/Pharmaceuticals,2021,4,27364195.52284725989
59,Generic Drugs/Pharmaceuticals,2022,3,30499274.86198956970
59,Generic Drugs/Pharmaceuticals,2023,2,31697004.08419344038
59,Generic Drugs/Pharmaceuticals,2024,1,37892580.97954649199
59,Generic Drugs/Pharmaceuticals,2024,4,34779467.28431090837
60,Orphan Drugs,2016,4,14010803.55655975303
60,Orphan Drugs,2017,3,13553386.23707305001
60,Orphan Drugs,2018,2,14966715.62124280883
60,Orphan Drugs,2019,1,16624610.57854165202
60,Orphan Drugs,2019,4,16419346.46268629824
60,Orphan Drugs,2020,3,16896961.06114573572
60,Orphan Drugs,2021,2,16343135.05541402971
60,Orphan Drugs,2022,1,20745544.37013334899
60,Orphan Drugs,2022,4,18559200.63747559644
60,Orphan Drugs,2023,3,20862792.51433817746
60,Orphan Drugs,2024,2,21224219.11035941112
61,Pharmaceutical Clinical Trials,2014,4,17634563.15375200504
61,Pharmaceutical Clinical Trials,2015,3,18598618.57109959956
61,Pharmaceutical Clinical Trials,2016,2,19892829.70714469957
61,Pharmaceutical Clinical Trials,2017,1,20389828.82834900228
61,Pharmaceutical Clinical Trials,2017,4,19661497.03947756565
61,Pharmaceutical Clinical Trials,2018,3,19977315.07690944218
61,Pharmaceutical Clinical Trials,2019,2,23339041.52276672252
61,Pharmaceutical Clinical Trials,2020,1,22189189.44209963156
61,Pharmaceutical Clinical Trials,2020,4,21048680.64473656348
50,FCPA/Foreign Corrupt Practices Act,2018,3,39232144.96716061132
50,FCPA/Foreign Corrupt Practices Act,2019,2,35029207.06963452268
50,FCPA/Foreign Corrupt Practices Act,2020,1,27844549.05984602996
50,FCPA/Foreign Corrupt Practices Act,2020,4,29556649.91835488419
