swi_issue_id,issue_name,issue_description,Year,Quarter,LDA_frequency
20,Public Lands and Water Management,"Public lands subtopics, appropriations for interior and public lands agencies, and policy related to public lands, water management, forest management, parks, and Native American issues",2023,1,1078
20,Public Lands and Water Management,"Public lands subtopics, appropriations for interior and public lands agencies, and policy related to public lands, water management, forest management, parks, and Native American issues",2023,4,1121
20,Public Lands and Water Management,"Public lands subtopics, appropriations for interior and public lands agencies, and policy related to public lands, water management, forest management, parks, and Native American issues",2024,3,1122
21,Culture,Issues related to general cultural policy issues,2010,3,133
21,Culture,Issues related to general cultural policy issues,2011,2,116
21,Culture,Issues related to general cultural policy issues,2012,1,116
21,Culture,Issues related to general cultural policy issues,2012,4,103
21,Culture,Issues related to general cultural policy issues,2013,3,104
21,Culture,Issues related to general cultural policy issues,2014,2,110
21,Culture,Issues related to general cultural policy issues,2015,1,121
21,Culture,Issues related to general cultural policy issues,2015,4,112
21,Culture,Issues related to general cultural policy issues,2016,3,128
21,Culture,Issues related to general cultural policy issues,2017,2,125
21,Culture,Issues related to general cultural policy issues,2018,1,119
21,Culture,Issues related to general cultural policy issues,2018,4,112
21,Culture,Issues related to general cultural policy issues,2019,3,112
57,MRNA/MRNA Vaccines,"MRNA, MRNA vaccines, MRNA research, and relevant subtopics",2016,3,471
57,MRNA/MRNA Vaccines,"MRNA, MRNA vaccines, MRNA research, and relevant subtopics",2017,2,464
57,MRNA/MRNA Vaccines,"MRNA, MRNA vaccines, MRNA research, and relevant subtopics",2018,1,494
58,Medicare Part D,Medicare Part D and relevant subtopics,2022,4,1697
58,Medicare Part D,Medicare Part D and relevant subtopics,2023,3,1714
58,Medicare Part D,Medicare Part D and relevant subtopics,2024,2,1702
59,Generic Drugs/Pharmaceuticals,"Generic drugs, pharmaceuticals, and related subtopics",2012,4,509
59,Generic Drugs/Pharmaceuticals,"Generic drugs, pharmaceuticals, and related subtopics",2013,3,541
59,Generic Drugs/Pharmaceuticals,"Generic drugs, pharmaceuticals, and related subtopics",2014,2,526
59,Generic Drugs/Pharmaceuticals,"Generic drugs, pharmaceuticals, and related subtopics",2015,1,552
59,Generic Drugs/Pharmaceuticals,"Generic drugs, pharmaceuticals, and related subtopics",2015,4,557
59,Generic Drugs/Pharmaceuticals,"Generic drugs, pharmaceuticals, and related subtopics",2016,3,599
59,Generic Drugs/Pharmaceuticals,"Generic drugs, pharmaceuticals, and related subtopics",2017,2,562
59,Generic Drugs/Pharmaceuticals,"Generic drugs, pharmaceuticals, and related subtopics",2018,1,609
59,Generic Drugs/Pharmaceuticals,"Generic drugs, pharmaceuticals, and related subtopics",2018,4,635
59,Generic Drugs/Pharmaceuticals,"Generic drugs, pharmaceuticals, and related subtopics",2019,3,720
59,Generic Drugs/Pharmaceuticals,"Generic drugs, pharmaceuticals, and related subtopics",2020,2,700
59,Generic Drugs/Pharmaceuticals,"Generic drugs, pharmaceuticals, and related subtopics",2021,1,642
60,Orphan Drugs,"Orphan drugs, orphan drug research, and relevant subtopics",2010,2,413
60,Orphan Drugs,"Orphan drugs, orphan drug research, and relevant subtopics",2011,1,400
61,Pharmaceutical Clinical Trials,Clinical trials and related subtopics,2015,4,591
61,Pharmaceutical Clinical Trials,Clinical trials and related subtopics,2016,3,623
61,Pharmaceutical Clinical Trials,Clinical trials and related subtopics,2017,2,591
61,Pharmaceutical Clinical Trials,Clinical trials and related subtopics,2018,1,615
61,Pharmaceutical Clinical Trials,Clinical trials and related subtopics,2018,4,620
61,Pharmaceutical Clinical Trials,Clinical trials and related subtopics,2019,3,721
61,Pharmaceutical Clinical Trials,Clinical trials and related subtopics,2020,2,741
61,Pharmaceutical Clinical Trials,Clinical trials and related subtopics,2021,1,701
61,Pharmaceutical Clinical Trials,Clinical trials and related subtopics,2021,4,749
61,Pharmaceutical Clinical Trials,Clinical trials and related subtopics,2022,3,809
61,Pharmaceutical Clinical Trials,Clinical trials and related subtopics,2023,2,786
61,Pharmaceutical Clinical Trials,Clinical trials and related subtopics,2024,1,815
61,Pharmaceutical Clinical Trials,Clinical trials and related subtopics,2024,4,755
62,Health Insurance,"Health insurance, health insurance policy, and related topics",2010,2,2865
62,Health Insurance,"Health insurance, health insurance policy, and related topics",2011,1,2650
62,Health Insurance,"Health insurance, health insurance policy, and related topics",2011,4,2478
59,Generic Drugs/Pharmaceuticals,"Generic drugs, pharmaceuticals, and related subtopics",2011,3,533
59,Generic Drugs/Pharmaceuticals,"Generic drugs, pharmaceuticals, and related subtopics",2012,2,552
59,Generic Drugs/Pharmaceuticals,"Generic drugs, pharmaceuticals, and related subtopics",2013,1,520
59,Generic Drugs/Pharmaceuticals,"Generic drugs, pharmaceuticals, and related subtopics",2013,4,534
59,Generic Drugs/Pharmaceuticals,"Generic drugs, pharmaceuticals, and related subtopics",2014,3,537
59,Generic Drugs/Pharmaceuticals,"Generic drugs, pharmaceuticals, and related subtopics",2015,2,565
59,Generic Drugs/Pharmaceuticals,"Generic drugs, pharmaceuticals, and related subtopics",2016,1,575
60,Orphan Drugs,"Orphan drugs, orphan drug research, and relevant subtopics",2010,1,445
60,Orphan Drugs,"Orphan drugs, orphan drug research, and relevant subtopics",2010,4,399
60,Orphan Drugs,"Orphan drugs, orphan drug research, and relevant subtopics",2011,3,419
60,Orphan Drugs,"Orphan drugs, orphan drug research, and relevant subtopics",2012,2,434
60,Orphan Drugs,"Orphan drugs, orphan drug research, and relevant subtopics",2013,1,388
60,Orphan Drugs,"Orphan drugs, orphan drug research, and relevant subtopics",2013,4,418
60,Orphan Drugs,"Orphan drugs, orphan drug research, and relevant subtopics",2014,3,410
60,Orphan Drugs,"Orphan drugs, orphan drug research, and relevant subtopics",2015,2,447
60,Orphan Drugs,"Orphan drugs, orphan drug research, and relevant subtopics",2016,1,442
61,Pharmaceutical Clinical Trials,Clinical trials and related subtopics,2023,4,788
61,Pharmaceutical Clinical Trials,Clinical trials and related subtopics,2024,3,815
63,Medicaid,Drug reimbursement policy and relevant subtopics,2013,4,2761
63,Medicaid,Drug reimbursement policy and relevant subtopics,2014,3,2804
63,Medicaid,Drug reimbursement policy and relevant subtopics,2015,2,2908
63,Medicaid,Drug reimbursement policy and relevant subtopics,2016,1,2890
63,Medicaid,Drug reimbursement policy and relevant subtopics,2016,4,2871
63,Medicaid,Drug reimbursement policy and relevant subtopics,2017,3,3219
63,Medicaid,Drug reimbursement policy and relevant subtopics,2018,2,3257
63,Medicaid,Drug reimbursement policy and relevant subtopics,2019,1,3216
63,Medicaid,Drug reimbursement policy and relevant subtopics,2019,4,3249
63,Medicaid,Drug reimbursement policy and relevant subtopics,2020,3,3716
63,Medicaid,Drug reimbursement policy and relevant subtopics,2021,2,3783
63,Medicaid,Drug reimbursement policy and relevant subtopics,2022,1,3796
63,Medicaid,Drug reimbursement policy and relevant subtopics,2022,4,3680
63,Medicaid,Drug reimbursement policy and relevant subtopics,2023,3,3731
63,Medicaid,Drug reimbursement policy and relevant subtopics,2024,2,3739
64,Medicare,"Medicaid, Medicaid policy, and related subtopics",2016,4,2871
64,Medicare,"Medicaid, Medicaid policy, and related subtopics",2017,3,3219
64,Medicare,"Medicaid, Medicaid policy, and related subtopics",2018,2,3257
64,Medicare,"Medicaid, Medicaid policy, and related subtopics",2019,1,3216
64,Medicare,"Medicaid, Medicaid policy, and related subtopics",2019,4,3249
64,Medicare,"Medicaid, Medicaid policy, and related subtopics",2020,3,3716
69,Right to Try,Right to Try policy and related subtopics,2015,3,2703
69,Right to Try,Right to Try policy and related subtopics,2016,2,2689
69,Right to Try,Right to Try policy and related subtopics,2017,1,2851
69,Right to Try,Right to Try policy and related subtopics,2017,4,2922
69,Right to Try,Right to Try policy and related subtopics,2018,3,3016
69,Right to Try,Right to Try policy and related subtopics,2019,2,3125
69,Right to Try,Right to Try policy and related subtopics,2020,1,3306
69,Right to Try,Right to Try policy and related subtopics,2020,4,3511
69,Right to Try,Right to Try policy and related subtopics,2021,3,3664
69,Right to Try,Right to Try policy and related subtopics,2022,2,3712
69,Right to Try,Right to Try policy and related subtopics,2023,1,3523
70,Artificial Intelligence,"The development and application of computer systems capable of performing tasks that typically require human intelligence, such as visual perception, speech recognition, decision-making, and language translation",2022,4,694
70,Artificial Intelligence,"The development and application of computer systems capable of performing tasks that typically require human intelligence, such as visual perception, speech recognition, decision-making, and language translation",2023,3,801
70,Artificial Intelligence,"The development and application of computer systems capable of performing tasks that typically require human intelligence, such as visual perception, speech recognition, decision-making, and language translation",2024,2,823
71,Cybersecurity,"Protection of systems, networks, and data from digital threats, including unauthorized access, data breaches, and cyberattacks",2017,4,363
71,Cybersecurity,"Protection of systems, networks, and data from digital threats, including unauthorized access, data breaches, and cyberattacks",2018,3,391
71,Cybersecurity,"Protection of systems, networks, and data from digital threats, including unauthorized access, data breaches, and cyberattacks",2019,2,453
71,Cybersecurity,"Protection of systems, networks, and data from digital threats, including unauthorized access, data breaches, and cyberattacks",2020,1,474
71,Cybersecurity,"Protection of systems, networks, and data from digital threats, including unauthorized access, data breaches, and cyberattacks",2020,4,483
71,Cybersecurity,"Protection of systems, networks, and data from digital threats, including unauthorized access, data breaches, and cyberattacks",2021,3,650
71,Cybersecurity,"Protection of systems, networks, and data from digital threats, including unauthorized access, data breaches, and cyberattacks",2022,2,738
71,Cybersecurity,"Protection of systems, networks, and data from digital threats, including unauthorized access, data breaches, and cyberattacks",2023,1,707
71,Cybersecurity,"Protection of systems, networks, and data from digital threats, including unauthorized access, data breaches, and cyberattacks",2023,4,799
71,Cybersecurity,"Protection of systems, networks, and data from digital threats, including unauthorized access, data breaches, and cyberattacks",2024,3,838
19,Government Operations,"Government operations subtopics, omnibus or multiple approprations bills, appropriations for government operations agencies, and general government operations policy",2012,2,4194
19,Government Operations,"Government operations subtopics, omnibus or multiple approprations bills, appropriations for government operations agencies, and general government operations policy",2013,1,3884
19,Government Operations,"Government operations subtopics, omnibus or multiple approprations bills, appropriations for government operations agencies, and general government operations policy",2013,4,3796
19,Government Operations,"Government operations subtopics, omnibus or multiple approprations bills, appropriations for government operations agencies, and general government operations policy",2014,3,3607
19,Government Operations,"Government operations subtopics, omnibus or multiple approprations bills, appropriations for government operations agencies, and general government operations policy",2015,2,3761
19,Government Operations,"Government operations subtopics, omnibus or multiple approprations bills, appropriations for government operations agencies, and general government operations policy",2016,1,3747
19,Government Operations,"Government operations subtopics, omnibus or multiple approprations bills, appropriations for government operations agencies, and general government operations policy",2016,4,3538
19,Government Operations,"Government operations subtopics, omnibus or multiple approprations bills, appropriations for government operations agencies, and general government operations policy",2017,3,3995
19,Government Operations,"Government operations subtopics, omnibus or multiple approprations bills, appropriations for government operations agencies, and general government operations policy",2018,2,4135
19,Government Operations,"Government operations subtopics, omnibus or multiple approprations bills, appropriations for government operations agencies, and general government operations policy",2019,1,3976
21,Culture,Issues related to general cultural policy issues,2013,4,105
21,Culture,Issues related to general cultural policy issues,2014,3,115
21,Culture,Issues related to general cultural policy issues,2015,2,112
21,Culture,Issues related to general cultural policy issues,2016,1,123
21,Culture,Issues related to general cultural policy issues,2016,4,121
21,Culture,Issues related to general cultural policy issues,2017,3,128
21,Culture,Issues related to general cultural policy issues,2018,2,119
21,Culture,Issues related to general cultural policy issues,2019,1,106
21,Culture,Issues related to general cultural policy issues,2019,4,122
21,Culture,Issues related to general cultural policy issues,2020,3,175
21,Culture,Issues related to general cultural policy issues,2021,2,196
21,Culture,Issues related to general cultural policy issues,2022,1,171
21,Culture,Issues related to general cultural policy issues,2022,4,164
21,Culture,Issues related to general cultural policy issues,2023,3,183
21,Culture,Issues related to general cultural policy issues,2024,2,172
46,Pharmaceuticals/Drugs,"Pharmaceuticals, drugs, medicine, and related subtopics",2010,2,413
46,Pharmaceuticals/Drugs,"Pharmaceuticals, drugs, medicine, and related subtopics",2011,1,400
50,FCPA/Foreign Corrupt Practices Act,The Foreign Corrupt Practices Act (FCPA) and relevant subtopics,2012,4,789
50,FCPA/Foreign Corrupt Practices Act,The Foreign Corrupt Practices Act (FCPA) and relevant subtopics,2013,3,835
50,FCPA/Foreign Corrupt Practices Act,The Foreign Corrupt Practices Act (FCPA) and relevant subtopics,2014,2,833
50,FCPA/Foreign Corrupt Practices Act,The Foreign Corrupt Practices Act (FCPA) and relevant subtopics,2015,1,827
50,FCPA/Foreign Corrupt Practices Act,The Foreign Corrupt Practices Act (FCPA) and relevant subtopics,2015,4,850
50,FCPA/Foreign Corrupt Practices Act,The Foreign Corrupt Practices Act (FCPA) and relevant subtopics,2016,3,895
50,FCPA/Foreign Corrupt Practices Act,The Foreign Corrupt Practices Act (FCPA) and relevant subtopics,2017,2,995
50,FCPA/Foreign Corrupt Practices Act,The Foreign Corrupt Practices Act (FCPA) and relevant subtopics,2018,1,1043
50,FCPA/Foreign Corrupt Practices Act,The Foreign Corrupt Practices Act (FCPA) and relevant subtopics,2018,4,1042
50,FCPA/Foreign Corrupt Practices Act,The Foreign Corrupt Practices Act (FCPA) and relevant subtopics,2019,3,999
50,FCPA/Foreign Corrupt Practices Act,The Foreign Corrupt Practices Act (FCPA) and relevant subtopics,2020,2,1096
50,FCPA/Foreign Corrupt Practices Act,The Foreign Corrupt Practices Act (FCPA) and relevant subtopics,2021,1,1045
52,Drug Reimbursement,Drug reimbursement policy and relevant subtopics,2010,2,1366
52,Drug Reimbursement,Drug reimbursement policy and relevant subtopics,2011,1,1057
53,Drug Discount Programs,Drug discount prgoram policy and related medicinal discount policy,2018,4,635
53,Drug Discount Programs,Drug discount prgoram policy and related medicinal discount policy,2019,3,720
53,Drug Discount Programs,Drug discount prgoram policy and related medicinal discount policy,2020,2,700
53,Drug Discount Programs,Drug discount prgoram policy and related medicinal discount policy,2021,1,642
53,Drug Discount Programs,Drug discount prgoram policy and related medicinal discount policy,2021,4,699
53,Drug Discount Programs,Drug discount prgoram policy and related medicinal discount policy,2022,3,763
53,Drug Discount Programs,Drug discount prgoram policy and related medicinal discount policy,2023,2,751
53,Drug Discount Programs,Drug discount prgoram policy and related medicinal discount policy,2024,1,777
53,Drug Discount Programs,Drug discount prgoram policy and related medicinal discount policy,2024,4,738
54,Center for Medicare Services (CMS),Center for Medicare Services (CMS) and relevant subtopics,2021,4,2297
54,Center for Medicare Services (CMS),Center for Medicare Services (CMS) and relevant subtopics,2022,3,2296
54,Center for Medicare Services (CMS),Center for Medicare Services (CMS) and relevant subtopics,2023,2,2186
54,Center for Medicare Services (CMS),Center for Medicare Services (CMS) and relevant subtopics,2024,1,2190
54,Center for Medicare Services (CMS),Center for Medicare Services (CMS) and relevant subtopics,2024,4,2112
55,Biologics,"Biologics, biologics research, and relevant subtopics",2010,2,413
55,Biologics,"Biologics, biologics research, and relevant subtopics",2011,1,400
55,Biologics,"Biologics, biologics research, and relevant subtopics",2011,4,414
64,Medicare,"Medicaid, Medicaid policy, and related subtopics",2021,2,3783
64,Medicare,"Medicaid, Medicaid policy, and related subtopics",2022,1,3796
64,Medicare,"Medicaid, Medicaid policy, and related subtopics",2022,4,3680
64,Medicare,"Medicaid, Medicaid policy, and related subtopics",2023,3,3731
64,Medicare,"Medicaid, Medicaid policy, and related subtopics",2024,2,3739
65,Pharmacy Benefit Managers (PBM),Pharmacy Benefit Managers (PBM) and related subtopics,2010,3,470
65,Pharmacy Benefit Managers (PBM),Pharmacy Benefit Managers (PBM) and related subtopics,2011,2,464
65,Pharmacy Benefit Managers (PBM),Pharmacy Benefit Managers (PBM) and related subtopics,2012,1,487
65,Pharmacy Benefit Managers (PBM),Pharmacy Benefit Managers (PBM) and related subtopics,2012,4,455
65,Pharmacy Benefit Managers (PBM),Pharmacy Benefit Managers (PBM) and related subtopics,2013,3,560
65,Pharmacy Benefit Managers (PBM),Pharmacy Benefit Managers (PBM) and related subtopics,2014,2,576
65,Pharmacy Benefit Managers (PBM),Pharmacy Benefit Managers (PBM) and related subtopics,2015,1,558
66,HIPAA,"HIPAA, HIPAA rights, and related subtopics",2010,3,2805
66,HIPAA,"HIPAA, HIPAA rights, and related subtopics",2011,2,2630
66,HIPAA,"HIPAA, HIPAA rights, and related subtopics",2012,1,2582
66,HIPAA,"HIPAA, HIPAA rights, and related subtopics",2012,4,2404
66,HIPAA,"HIPAA, HIPAA rights, and related subtopics",2013,3,2526
66,HIPAA,"HIPAA, HIPAA rights, and related subtopics",2014,2,2507
66,HIPAA,"HIPAA, HIPAA rights, and related subtopics",2015,1,2654
66,HIPAA,"HIPAA, HIPAA rights, and related subtopics",2015,4,2612
66,HIPAA,"HIPAA, HIPAA rights, and related subtopics",2016,3,2707
66,HIPAA,"HIPAA, HIPAA rights, and related subtopics",2017,2,2973
66,HIPAA,"HIPAA, HIPAA rights, and related subtopics",2018,1,2944
69,Right to Try,Right to Try policy and related subtopics,2015,4,2612
69,Right to Try,Right to Try policy and related subtopics,2016,3,2707
69,Right to Try,Right to Try policy and related subtopics,2017,2,2973
69,Right to Try,Right to Try policy and related subtopics,2018,1,2944
69,Right to Try,Right to Try policy and related subtopics,2018,4,2938
69,Right to Try,Right to Try policy and related subtopics,2019,3,3124
69,Right to Try,Right to Try policy and related subtopics,2020,2,3553
69,Right to Try,Right to Try policy and related subtopics,2021,1,3496
69,Right to Try,Right to Try policy and related subtopics,2021,4,3609
69,Right to Try,Right to Try policy and related subtopics,2022,3,3700
69,Right to Try,Right to Try policy and related subtopics,2023,2,3579
69,Right to Try,Right to Try policy and related subtopics,2024,1,3671
69,Right to Try,Right to Try policy and related subtopics,2024,4,3501
70,Artificial Intelligence,"The development and application of computer systems capable of performing tasks that typically require human intelligence, such as visual perception, speech recognition, decision-making, and language translation",2018,4,398
70,Artificial Intelligence,"The development and application of computer systems capable of performing tasks that typically require human intelligence, such as visual perception, speech recognition, decision-making, and language translation",2019,3,471
19,Government Operations,"Government operations subtopics, omnibus or multiple approprations bills, appropriations for government operations agencies, and general government operations policy",2014,1,3781
19,Government Operations,"Government operations subtopics, omnibus or multiple approprations bills, appropriations for government operations agencies, and general government operations policy",2014,4,3532
19,Government Operations,"Government operations subtopics, omnibus or multiple approprations bills, appropriations for government operations agencies, and general government operations policy",2015,3,3701
19,Government Operations,"Government operations subtopics, omnibus or multiple approprations bills, appropriations for government operations agencies, and general government operations policy",2016,2,3754
19,Government Operations,"Government operations subtopics, omnibus or multiple approprations bills, appropriations for government operations agencies, and general government operations policy",2017,1,3784
19,Government Operations,"Government operations subtopics, omnibus or multiple approprations bills, appropriations for government operations agencies, and general government operations policy",2017,4,4001
19,Government Operations,"Government operations subtopics, omnibus or multiple approprations bills, appropriations for government operations agencies, and general government operations policy",2018,3,4056
19,Government Operations,"Government operations subtopics, omnibus or multiple approprations bills, appropriations for government operations agencies, and general government operations policy",2019,2,4017
19,Government Operations,"Government operations subtopics, omnibus or multiple approprations bills, appropriations for government operations agencies, and general government operations policy",2020,1,4511
19,Government Operations,"Government operations subtopics, omnibus or multiple approprations bills, appropriations for government operations agencies, and general government operations policy",2020,4,4673
19,Government Operations,"Government operations subtopics, omnibus or multiple approprations bills, appropriations for government operations agencies, and general government operations policy",2021,3,5208
19,Government Operations,"Government operations subtopics, omnibus or multiple approprations bills, appropriations for government operations agencies, and general government operations policy",2022,2,5532
19,Government Operations,"Government operations subtopics, omnibus or multiple approprations bills, appropriations for government operations agencies, and general government operations policy",2023,1,5443
20,Public Lands and Water Management,"Public lands subtopics, appropriations for interior and public lands agencies, and policy related to public lands, water management, forest management, parks, and Native American issues",2022,4,1080
20,Public Lands and Water Management,"Public lands subtopics, appropriations for interior and public lands agencies, and policy related to public lands, water management, forest management, parks, and Native American issues",2023,3,1125
20,Public Lands and Water Management,"Public lands subtopics, appropriations for interior and public lands agencies, and policy related to public lands, water management, forest management, parks, and Native American issues",2024,2,1138
21,Culture,Issues related to general cultural policy issues,2017,4,112
21,Culture,Issues related to general cultural policy issues,2020,2,175
21,Culture,Issues related to general cultural policy issues,2021,1,185
46,Pharmaceuticals/Drugs,"Pharmaceuticals, drugs, medicine, and related subtopics",2010,3,400
46,Pharmaceuticals/Drugs,"Pharmaceuticals, drugs, medicine, and related subtopics",2011,2,400
46,Pharmaceuticals/Drugs,"Pharmaceuticals, drugs, medicine, and related subtopics",2012,1,426
46,Pharmaceuticals/Drugs,"Pharmaceuticals, drugs, medicine, and related subtopics",2012,4,395
46,Pharmaceuticals/Drugs,"Pharmaceuticals, drugs, medicine, and related subtopics",2013,3,413
46,Pharmaceuticals/Drugs,"Pharmaceuticals, drugs, medicine, and related subtopics",2014,2,410
46,Pharmaceuticals/Drugs,"Pharmaceuticals, drugs, medicine, and related subtopics",2015,1,438
46,Pharmaceuticals/Drugs,"Pharmaceuticals, drugs, medicine, and related subtopics",2015,4,422
46,Pharmaceuticals/Drugs,"Pharmaceuticals, drugs, medicine, and related subtopics",2016,3,471
46,Pharmaceuticals/Drugs,"Pharmaceuticals, drugs, medicine, and related subtopics",2017,2,464
46,Pharmaceuticals/Drugs,"Pharmaceuticals, drugs, medicine, and related subtopics",2018,1,494
46,Pharmaceuticals/Drugs,"Pharmaceuticals, drugs, medicine, and related subtopics",2018,4,482
46,Pharmaceuticals/Drugs,"Pharmaceuticals, drugs, medicine, and related subtopics",2019,3,525
46,Pharmaceuticals/Drugs,"Pharmaceuticals, drugs, medicine, and related subtopics",2020,2,563
46,Pharmaceuticals/Drugs,"Pharmaceuticals, drugs, medicine, and related subtopics",2021,1,542
47,Biotechnology,"Biotechnology and subtopics related to biotechnology firms, research, and legislation",2010,1,655
47,Biotechnology,"Biotechnology and subtopics related to biotechnology firms, research, and legislation",2010,4,629
47,Biotechnology,"Biotechnology and subtopics related to biotechnology firms, research, and legislation",2011,3,595
47,Biotechnology,"Biotechnology and subtopics related to biotechnology firms, research, and legislation",2012,2,577
47,Biotechnology,"Biotechnology and subtopics related to biotechnology firms, research, and legislation",2013,1,539
47,Biotechnology,"Biotechnology and subtopics related to biotechnology firms, research, and legislation",2013,4,530
47,Biotechnology,"Biotechnology and subtopics related to biotechnology firms, research, and legislation",2014,3,548
47,Biotechnology,"Biotechnology and subtopics related to biotechnology firms, research, and legislation",2015,2,598
47,Biotechnology,"Biotechnology and subtopics related to biotechnology firms, research, and legislation",2016,1,588
48,Intellectual Property,"Intellectual property, patents, and relevant subtopics",2010,2,543
48,Intellectual Property,"Intellectual property, patents, and relevant subtopics",2011,1,605
50,FCPA/Foreign Corrupt Practices Act,The Foreign Corrupt Practices Act (FCPA) and relevant subtopics,2021,4,1104
50,FCPA/Foreign Corrupt Practices Act,The Foreign Corrupt Practices Act (FCPA) and relevant subtopics,2022,3,1133
50,FCPA/Foreign Corrupt Practices Act,The Foreign Corrupt Practices Act (FCPA) and relevant subtopics,2023,2,1046
50,FCPA/Foreign Corrupt Practices Act,The Foreign Corrupt Practices Act (FCPA) and relevant subtopics,2024,1,1076
62,Health Insurance,"Health insurance, health insurance policy, and related topics",2012,3,2445
62,Health Insurance,"Health insurance, health insurance policy, and related topics",2013,2,2495
62,Health Insurance,"Health insurance, health insurance policy, and related topics",2014,1,2512
63,Medicaid,Drug reimbursement policy and relevant subtopics,2021,4,3786
63,Medicaid,Drug reimbursement policy and relevant subtopics,2022,3,3820
63,Medicaid,Drug reimbursement policy and relevant subtopics,2023,2,3671
63,Medicaid,Drug reimbursement policy and relevant subtopics,2024,1,3736
63,Medicaid,Drug reimbursement policy and relevant subtopics,2024,4,3585
64,Medicare,"Medicaid, Medicaid policy, and related subtopics",2010,2,3099
64,Medicare,"Medicaid, Medicaid policy, and related subtopics",2011,1,2867
64,Medicare,"Medicaid, Medicaid policy, and related subtopics",2011,4,2743
64,Medicare,"Medicaid, Medicaid policy, and related subtopics",2012,3,2685
64,Medicare,"Medicaid, Medicaid policy, and related subtopics",2013,2,2770
64,Medicare,"Medicaid, Medicaid policy, and related subtopics",2014,1,2777
64,Medicare,"Medicaid, Medicaid policy, and related subtopics",2014,4,2713
64,Medicare,"Medicaid, Medicaid policy, and related subtopics",2015,3,2936
64,Medicare,"Medicaid, Medicaid policy, and related subtopics",2016,2,2934
64,Medicare,"Medicaid, Medicaid policy, and related subtopics",2017,1,3099
64,Medicare,"Medicaid, Medicaid policy, and related subtopics",2017,4,3154
64,Medicare,"Medicaid, Medicaid policy, and related subtopics",2018,3,3252
64,Medicare,"Medicaid, Medicaid policy, and related subtopics",2019,2,3279
64,Medicare,"Medicaid, Medicaid policy, and related subtopics",2020,1,3462
66,HIPAA,"HIPAA, HIPAA rights, and related subtopics",2014,4,2478
66,HIPAA,"HIPAA, HIPAA rights, and related subtopics",2015,3,2703
66,HIPAA,"HIPAA, HIPAA rights, and related subtopics",2016,2,2689
66,HIPAA,"HIPAA, HIPAA rights, and related subtopics",2017,1,2851
66,HIPAA,"HIPAA, HIPAA rights, and related subtopics",2017,4,2922
66,HIPAA,"HIPAA, HIPAA rights, and related subtopics",2018,3,3016
66,HIPAA,"HIPAA, HIPAA rights, and related subtopics",2019,2,3125
66,HIPAA,"HIPAA, HIPAA rights, and related subtopics",2020,1,3306
66,HIPAA,"HIPAA, HIPAA rights, and related subtopics",2020,4,3511
66,HIPAA,"HIPAA, HIPAA rights, and related subtopics",2021,3,3664
66,HIPAA,"HIPAA, HIPAA rights, and related subtopics",2022,2,3712
66,HIPAA,"HIPAA, HIPAA rights, and related subtopics",2023,1,3523
66,HIPAA,"HIPAA, HIPAA rights, and related subtopics",2023,4,3611
66,HIPAA,"HIPAA, HIPAA rights, and related subtopics",2024,3,3645
67,Affordable Care Act (ACA),"The Affordable Care Act (ACA), related policy, and relevant subtopics",2010,1,3117
67,Affordable Care Act (ACA),"The Affordable Care Act (ACA), related policy, and relevant subtopics",2010,4,2618
67,Affordable Care Act (ACA),"The Affordable Care Act (ACA), related policy, and relevant subtopics",2011,3,2543
67,Affordable Care Act (ACA),"The Affordable Care Act (ACA), related policy, and relevant subtopics",2012,2,2541
67,Affordable Care Act (ACA),"The Affordable Care Act (ACA), related policy, and relevant subtopics",2013,1,2434
55,Biologics,"Biologics, biologics research, and relevant subtopics",2012,3,408
55,Biologics,"Biologics, biologics research, and relevant subtopics",2013,2,409
55,Biologics,"Biologics, biologics research, and relevant subtopics",2014,1,406
55,Biologics,"Biologics, biologics research, and relevant subtopics",2014,4,420
55,Biologics,"Biologics, biologics research, and relevant subtopics",2015,3,447
55,Biologics,"Biologics, biologics research, and relevant subtopics",2016,2,468
55,Biologics,"Biologics, biologics research, and relevant subtopics",2017,1,463
55,Biologics,"Biologics, biologics research, and relevant subtopics",2017,4,467
55,Biologics,"Biologics, biologics research, and relevant subtopics",2018,3,501
55,Biologics,"Biologics, biologics research, and relevant subtopics",2019,2,513
55,Biologics,"Biologics, biologics research, and relevant subtopics",2020,1,519
56,Biogenerics,"Biogenerics, biogenerics research, and relevant subtopics",2011,4,414
56,Biogenerics,"Biogenerics, biogenerics research, and relevant subtopics",2012,3,408
56,Biogenerics,"Biogenerics, biogenerics research, and relevant subtopics",2013,2,409
56,Biogenerics,"Biogenerics, biogenerics research, and relevant subtopics",2014,1,406
56,Biogenerics,"Biogenerics, biogenerics research, and relevant subtopics",2014,4,420
56,Biogenerics,"Biogenerics, biogenerics research, and relevant subtopics",2015,3,447
56,Biogenerics,"Biogenerics, biogenerics research, and relevant subtopics",2016,2,468
56,Biogenerics,"Biogenerics, biogenerics research, and relevant subtopics",2017,1,463
56,Biogenerics,"Biogenerics, biogenerics research, and relevant subtopics",2017,4,467
56,Biogenerics,"Biogenerics, biogenerics research, and relevant subtopics",2018,3,501
56,Biogenerics,"Biogenerics, biogenerics research, and relevant subtopics",2019,2,513
56,Biogenerics,"Biogenerics, biogenerics research, and relevant subtopics",2020,1,519
56,Biogenerics,"Biogenerics, biogenerics research, and relevant subtopics",2020,4,558
